"product_name","stock_available","predicted_quantity","shortage","peak_month","seasonal_note"
"Redmi Model 301",29,73,44,"November","Mostly required in November"
"Sony Edition 402",208,252,44,"July","Mostly required in July"
"Samsung Prime 483",102,146,44,"October","Mostly required in October"
"Philips Edition 384",32,76,44,"August","Mostly required in August"
"Reebok Model 108",146,190,44,"March","Mostly required in March"
"LG Series 513",25,69,44,"June","Mostly required in June"
"Apple Model 468",670,714,44,"January","Mostly required in January"
"Nike Edition 601",10,54,44,"April","Mostly required in April"
"Adidas Edition 137",18,62,44,"April","Mostly required in April"
"Nike Model 379",46,90,44,"March","Mostly required in March"
"Redmi Model 509",23,67,44,"May","Mostly required in May"
"Sony Model 740",135,179,44,"April","Mostly required in April"
"Boat Ultra 247",756,800,44,"February","Mostly required in February"
"HP Model 947",184,228,44,"June","Mostly required in June"
"Redmi Edition 818",2,46,44,"September","Mostly required in September"
"Adidas Ultra 686",199,243,44,"June","Mostly required in June"
"Dell Edition 32",326,370,44,"June","Mostly required in June"
"Whirlpool Edition 998",12,56,44,"October","Mostly required in October"
"HP Edition 707",196,240,44,"December","Mostly required in December"
"Boat Prime 480",467,511,44,"April","Mostly required in April"
"Adidas Edition 577",301,345,44,"October","Mostly required in October"
"Nike Series 383",256,300,44,"May","Mostly required in May"
"Puma Edition 445",729,773,44,"September","Mostly required in September"
"Boat Edition 726",104,148,44,"November","Mostly required in November"
"Boat Edition 892",3,47,44,"June","Mostly required in June"
"Boat Model 855",59,103,44,"June","Mostly required in June"
"Apple Edition 67",23,67,44,"May","Mostly required in May"
"Nike Edition 820",53,97,44,"July","Mostly required in July"
"Prestige Edition 502",34,78,44,"November","Mostly required in November"
"Adidas Model 145",331,375,44,"March","Mostly required in March"
"Sony Series 864",268,312,44,"September","Mostly required in September"
"Redmi Ultra 501",624,668,44,"February","Mostly required in February"
"Samsung Ultra 43",126,170,44,"February","Mostly required in February"
"LG Ultra 715",376,420,44,"August","Mostly required in August"
"Redmi Model 512",402,446,44,"December","Mostly required in December"
"Nike Edition 835",329,373,44,"May","Mostly required in May"
"Dell Edition 100",34,78,44,"September","Mostly required in September"
"Samsung Ultra 934",235,279,44,"July","Mostly required in July"
"Puma Ultra 693",213,257,44,"November","Mostly required in November"
"Puma Series 220",80,124,44,"December","Mostly required in December"
"Nike Edition 274",342,386,44,"April","Mostly required in April"
"Puma Prime 964",761,805,44,"January","Mostly required in January"
"Sony Model 959",572,616,44,"July","Mostly required in July"
"Adidas Edition 947",476,520,44,"September","Mostly required in September"
"Adidas Prime 133",5,49,44,"November","Mostly required in November"
"Samsung Edition 944",39,83,44,"March","Mostly required in March"
"HP Model 373",107,150,43,"February","Mostly required in February"
"LG Prime 772",54,97,43,"March","Mostly required in March"
"LG Prime 629",164,207,43,"November","Mostly required in November"
"Sony Series 64",244,287,43,"August","Mostly required in August"
"Adidas Prime 672",61,104,43,"October","Mostly required in October"
"HP Series 917",437,480,43,"September","Mostly required in September"
"Adidas Edition 891",93,136,43,"May","Mostly required in May"
"HP Model 192",335,378,43,"May","Mostly required in May"
"Puma Prime 966",74,117,43,"October","Mostly required in October"
"LG Model 995",239,282,43,"September","Mostly required in September"
"Dell Model 180",3,46,43,"July","Mostly required in July"
"Nike Series 957",93,136,43,"July","Mostly required in July"
"Redmi Model 873",677,720,43,"January","Mostly required in January"
"Philips Model 175",46,89,43,"October","Mostly required in October"
"LG Edition 544",403,446,43,"February","Mostly required in February"
"Boat Ultra 860",35,78,43,"October","Mostly required in October"
"LG Ultra 114",72,115,43,"July","Mostly required in July"
"Adidas Prime 730",33,76,43,"September","Mostly required in September"
"HP Ultra 986",12,55,43,"February","Mostly required in February"
"Samsung Prime 91",110,153,43,"March","Mostly required in March"
"Whirlpool Ultra 770",475,518,43,"July","Mostly required in July"
"Adidas Series 819",3,46,43,"August","Mostly required in August"
"Reebok Edition 177",417,460,43,"September","Mostly required in September"
"Dell Edition 616",195,238,43,"October","Mostly required in October"
"Reebok Model 660",175,218,43,"September","Mostly required in September"
"Reebok Prime 639",51,94,43,"November","Mostly required in November"
"Nike Series 747",117,160,43,"August","Mostly required in August"
"Adidas Prime 326",535,578,43,"January","Mostly required in January"
"LG Series 820",307,350,43,"May","Mostly required in May"
"Nike Ultra 225",168,211,43,"January","Mostly required in January"
"LG Prime 989",60,103,43,"June","Mostly required in June"
"Puma Ultra 591",418,461,43,"February","Mostly required in February"
"Apple Prime 812",141,184,43,"May","Mostly required in May"
"Apple Prime 751",116,159,43,"August","Mostly required in August"
"Whirlpool Model 284",41,84,43,"May","Mostly required in May"
"HP Model 410",316,359,43,"March","Mostly required in March"
"Whirlpool Prime 130",111,154,43,"February","Mostly required in February"
"Puma Ultra 200",228,271,43,"October","Mostly required in October"
"Nike Prime 182",127,170,43,"August","Mostly required in August"
"Apple Model 222",125,168,43,"July","Mostly required in July"
"Adidas Model 209",779,822,43,"January","Mostly required in January"
"Nike Prime 355",273,316,43,"September","Mostly required in September"
"HP Edition 227",71,114,43,"February","Mostly required in February"
"Whirlpool Ultra 504",5,48,43,"June","Mostly required in June"
"Puma Prime 765",17,60,43,"October","Mostly required in October"
"Reebok Model 964",113,156,43,"September","Mostly required in September"
"Adidas Model 316",296,339,43,"July","Mostly required in July"
"Philips Series 514",255,298,43,"March","Mostly required in March"
"LG Ultra 216",286,329,43,"July","Mostly required in July"
"Samsung Edition 452",73,116,43,"October","Mostly required in October"
"Apple Series 245",117,160,43,"March","Mostly required in March"
"Adidas Series 455",394,437,43,"October","Mostly required in October"
"Boat Series 273",754,797,43,"January","Mostly required in January"
"Philips Prime 596",35,78,43,"February","Mostly required in February"
"LG Prime 761",103,146,43,"September","Mostly required in September"
"Whirlpool Series 495",155,198,43,"March","Mostly required in March"
"Nike Edition 98",250,293,43,"April","Mostly required in April"
"Philips Model 454",68,111,43,"February","Mostly required in February"
"Samsung Model 989",58,101,43,"June","Mostly required in June"
"Apple Ultra 557",397,440,43,"February","Mostly required in February"
"HP Model 372",14,57,43,"September","Mostly required in September"
"Whirlpool Prime 356",53,96,43,"September","Mostly required in September"
"Redmi Edition 175",240,283,43,"May","Mostly required in May"
"HP Edition 741",61,104,43,"July","Mostly required in July"
"Nike Ultra 163",39,82,43,"March","Mostly required in March"
"Apple Series 263",610,652,42,"October","Mostly required in October"
"Boat Ultra 722",244,286,42,"June","Mostly required in June"
"Reebok Model 532",71,113,42,"July","Mostly required in July"
"Whirlpool Edition 809",80,122,42,"June","Mostly required in June"
"Prestige Model 379",229,271,42,"March","Mostly required in March"
"Nike Model 497",267,309,42,"February","Mostly required in February"
"Whirlpool Series 745",292,334,42,"November","Mostly required in November"
"Puma Edition 444",72,114,42,"May","Mostly required in May"
"Sony Prime 954",63,105,42,"December","Mostly required in December"
"Reebok Edition 648",590,632,42,"January","Mostly required in January"
"Samsung Edition 425",123,165,42,"June","Mostly required in June"
"Sony Prime 579",613,655,42,"March","Mostly required in March"
"Reebok Edition 133",141,183,42,"June","Mostly required in June"
"Adidas Series 566",128,170,42,"June","Mostly required in June"
"Sony Model 875",417,459,42,"July","Mostly required in July"
"Sony Ultra 750",19,61,42,"September","Mostly required in September"
"HP Ultra 881",33,75,42,"October","Mostly required in October"
"Dell Series 361",22,64,42,"April","Mostly required in April"
"Dell Series 946",216,258,42,"February","Mostly required in February"
"LG Prime 369",165,207,42,"June","Mostly required in June"
"Dell Series 25",164,206,42,"October","Mostly required in October"
"Sony Model 481",14,56,42,"March","Mostly required in March"
"Philips Model 385",750,792,42,"August","Mostly required in August"
"Boat Edition 925",25,67,42,"July","Mostly required in July"
"Puma Edition 167",184,226,42,"July","Mostly required in July"
"HP Series 254",123,165,42,"February","Mostly required in February"
"Boat Series 704",452,494,42,"June","Mostly required in June"
"Whirlpool Edition 961",153,195,42,"October","Mostly required in October"
"Prestige Ultra 61",53,95,42,"April","Mostly required in April"
"Prestige Ultra 51",716,758,42,"January","Mostly required in January"
"Reebok Model 705",62,104,42,"June","Mostly required in June"
"HP Ultra 781",61,103,42,"May","Mostly required in May"
"LG Ultra 954",192,234,42,"July","Mostly required in July"
"Puma Series 808",19,61,42,"May","Mostly required in May"
"Prestige Prime 358",48,90,42,"September","Mostly required in September"
"Nike Edition 912",847,889,42,"January","Mostly required in January"
"Adidas Ultra 238",123,165,42,"December","Mostly required in December"
"Dell Prime 553",21,63,42,"December","Mostly required in December"
"Adidas Ultra 146",344,386,42,"May","Mostly required in May"
"Dell Edition 762",555,597,42,"June","Mostly required in June"
"Whirlpool Ultra 508",16,58,42,"September","Mostly required in September"
"Boat Ultra 814",13,55,42,"July","Mostly required in July"
"Puma Prime 355",280,322,42,"April","Mostly required in April"
"Nike Edition 594",5,47,42,"August","Mostly required in August"
"LG Model 891",231,273,42,"November","Mostly required in November"
"Prestige Series 77",301,343,42,"June","Mostly required in June"
"Puma Edition 550",699,741,42,"December","Mostly required in December"
"Redmi Prime 784",48,90,42,"November","Mostly required in November"
"HP Model 560",2,44,42,"October","Mostly required in October"
"Samsung Ultra 445",947,989,42,"December","Mostly required in December"
"Apple Prime 492",73,115,42,"August","Mostly required in August"
"Boat Series 599",110,151,41,"November","Mostly required in November"
"Nike Ultra 872",108,149,41,"February","Mostly required in February"
"Adidas Series 497",83,124,41,"July","Mostly required in July"
"Philips Edition 61",302,343,41,"May","Mostly required in May"
"Dell Edition 292",566,607,41,"January","Mostly required in January"
"Philips Prime 768",492,533,41,"September","Mostly required in September"
"Samsung Model 700",39,80,41,"March","Mostly required in March"
"LG Prime 878",318,359,41,"March","Mostly required in March"
"Adidas Series 19",121,162,41,"March","Mostly required in March"
"Philips Model 908",22,63,41,"May","Mostly required in May"
"Whirlpool Series 53",47,88,41,"November","Mostly required in November"
"Reebok Edition 669",236,277,41,"August","Mostly required in August"
"Dell Prime 818",338,379,41,"June","Mostly required in June"
"Nike Ultra 18",7,48,41,"February","Mostly required in February"
"Nike Edition 828",38,79,41,"January","Mostly required in January"
"Apple Series 378",92,133,41,"December","Mostly required in December"
"Dell Prime 360",101,142,41,"November","Mostly required in November"
"Adidas Model 228",246,287,41,"December","Mostly required in December"
"LG Edition 740",193,234,41,"February","Mostly required in February"
"Adidas Model 86",617,658,41,"July","Mostly required in July"
"Boat Ultra 165",93,134,41,"August","Mostly required in August"
"Dell Series 523",234,275,41,"October","Mostly required in October"
"Redmi Prime 360",57,98,41,"October","Mostly required in October"
"Boat Series 644",643,684,41,"May","Mostly required in May"
"Reebok Prime 56",408,449,41,"June","Mostly required in June"
"Nike Edition 195",105,146,41,"July","Mostly required in July"
"Philips Ultra 985",13,54,41,"August","Mostly required in August"
"LG Model 197",204,245,41,"February","Mostly required in February"
"Nike Edition 466",46,87,41,"April","Mostly required in April"
"Apple Edition 593",8,49,41,"April","Mostly required in April"
"Reebok Series 164",280,321,41,"June","Mostly required in June"
"Dell Series 245",811,852,41,"January","Mostly required in January"
"Adidas Prime 976",87,128,41,"January","Mostly required in January"
"Nike Prime 997",7,48,41,"May","Mostly required in May"
"Boat Model 274",3,44,41,"February","Mostly required in February"
"Adidas Prime 140",170,211,41,"November","Mostly required in November"
"Reebok Prime 105",484,525,41,"January","Mostly required in January"
"Reebok Series 256",307,348,41,"April","Mostly required in April"
"Prestige Prime 784",356,397,41,"July","Mostly required in July"
"Samsung Edition 240",12,53,41,"October","Mostly required in October"
"Nike Edition 871",515,556,41,"April","Mostly required in April"
"Sony Ultra 935",392,433,41,"November","Mostly required in November"
"Reebok Series 809",135,176,41,"November","Mostly required in November"
"Whirlpool Prime 753",241,282,41,"May","Mostly required in May"
"Boat Ultra 275",917,958,41,"March","Mostly required in March"
"Apple Series 144",682,723,41,"June","Mostly required in June"
"Nike Model 962",257,298,41,"February","Mostly required in February"
"Apple Prime 739",33,74,41,"October","Mostly required in October"
"Puma Ultra 455",175,216,41,"October","Mostly required in October"
"Nike Prime 448",97,138,41,"December","Mostly required in December"
"Prestige Prime 987",7,48,41,"October","Mostly required in October"
"Redmi Ultra 127",96,137,41,"August","Mostly required in August"
"Boat Ultra 173",36,77,41,"July","Mostly required in July"
"Philips Model 908",10,51,41,"November","Mostly required in November"
"Puma Edition 102",674,715,41,"December","Mostly required in December"
"Puma Ultra 200",153,194,41,"February","Mostly required in February"
"HP Series 578",55,96,41,"July","Mostly required in July"
"Sony Series 654",250,291,41,"December","Mostly required in December"
"Sony Edition 395",104,145,41,"July","Mostly required in July"
"Puma Edition 77",16,57,41,"August","Mostly required in August"
"Reebok Ultra 70",219,260,41,"April","Mostly required in April"
"Boat Edition 601",28,69,41,"September","Mostly required in September"
"Adidas Model 276",2,43,41,"October","Mostly required in October"
"Nike Edition 297",107,148,41,"August","Mostly required in August"
"Whirlpool Series 780",262,303,41,"March","Mostly required in March"
"Boat Edition 312",103,144,41,"September","Mostly required in September"
"Samsung Prime 244",31,72,41,"August","Mostly required in August"
"Philips Ultra 759",48,88,40,"October","Mostly required in October"
"HP Ultra 301",272,312,40,"July","Mostly required in July"
"Boat Edition 578",153,193,40,"May","Mostly required in May"
"Boat Series 576",69,109,40,"August","Mostly required in August"
"Sony Ultra 446",210,250,40,"December","Mostly required in December"
"Samsung Ultra 910",39,79,40,"December","Mostly required in December"
"Philips Series 704",86,126,40,"October","Mostly required in October"
"Whirlpool Ultra 463",26,66,40,"February","Mostly required in February"
"Adidas Ultra 141",778,818,40,"September","Mostly required in September"
"Adidas Model 662",142,182,40,"February","Mostly required in February"
"Sony Edition 658",205,245,40,"July","Mostly required in July"
"Reebok Series 394",33,73,40,"April","Mostly required in April"
"Apple Model 537",92,132,40,"January","Mostly required in January"
"Prestige Model 115",199,239,40,"March","Mostly required in March"
"LG Prime 198",89,129,40,"March","Mostly required in March"
"Apple Prime 933",318,358,40,"September","Mostly required in September"
"Sony Model 486",51,91,40,"April","Mostly required in April"
"Sony Ultra 231",530,570,40,"July","Mostly required in July"
"LG Series 664",336,376,40,"July","Mostly required in July"
"Puma Model 44",272,312,40,"December","Mostly required in December"
"Philips Prime 589",660,700,40,"January","Mostly required in January"
"LG Edition 355",105,145,40,"June","Mostly required in June"
"Sony Ultra 649",258,298,40,"September","Mostly required in September"
"Samsung Edition 183",700,740,40,"November","Mostly required in November"
"Redmi Edition 157",12,52,40,"November","Mostly required in November"
"Adidas Model 188",235,275,40,"May","Mostly required in May"
"Whirlpool Prime 341",467,507,40,"November","Mostly required in November"
"Adidas Series 272",189,229,40,"April","Mostly required in April"
"Philips Prime 12",91,131,40,"December","Mostly required in December"
"Adidas Prime 100",154,194,40,"May","Mostly required in May"
"Philips Ultra 821",470,510,40,"June","Mostly required in June"
"Adidas Prime 525",910,950,40,"January","Mostly required in January"
"Whirlpool Edition 899",49,89,40,"March","Mostly required in March"
"Sony Ultra 912",14,54,40,"July","Mostly required in July"
"Nike Model 985",199,239,40,"August","Mostly required in August"
"Adidas Prime 625",41,81,40,"July","Mostly required in July"
"Apple Prime 296",3,43,40,"August","Mostly required in August"
"Reebok Prime 524",474,514,40,"June","Mostly required in June"
"Philips Edition 255",113,153,40,"July","Mostly required in July"
"Sony Prime 606",250,290,40,"November","Mostly required in November"
"HP Model 517",161,201,40,"July","Mostly required in July"
"HP Prime 836",117,157,40,"July","Mostly required in July"
"LG Prime 864",423,463,40,"June","Mostly required in June"
"Reebok Edition 123",72,112,40,"February","Mostly required in February"
"Whirlpool Model 346",70,110,40,"September","Mostly required in September"
"Reebok Series 863",382,422,40,"March","Mostly required in March"
"Redmi Model 329",76,116,40,"July","Mostly required in July"
"Puma Ultra 820",77,117,40,"September","Mostly required in September"
"Sony Ultra 719",75,115,40,"August","Mostly required in August"
"Adidas Model 330",67,107,40,"May","Mostly required in May"
"HP Edition 716",148,188,40,"August","Mostly required in August"
"Sony Prime 568",178,218,40,"February","Mostly required in February"
"Redmi Series 162",488,528,40,"June","Mostly required in June"
"Sony Edition 979",30,69,39,"August","Mostly required in August"
"Nike Edition 121",727,766,39,"January","Mostly required in January"
"Redmi Ultra 917",103,142,39,"February","Mostly required in February"
"Dell Prime 857",52,91,39,"November","Mostly required in November"
"Boat Model 716",240,279,39,"April","Mostly required in April"
"Whirlpool Series 810",139,178,39,"May","Mostly required in May"
"Adidas Prime 702",46,85,39,"November","Mostly required in November"
"Whirlpool Prime 886",31,70,39,"May","Mostly required in May"
"Puma Model 643",135,174,39,"April","Mostly required in April"
"Adidas Series 872",52,91,39,"September","Mostly required in September"
"Adidas Edition 436",181,220,39,"July","Mostly required in July"
"Philips Series 327",57,96,39,"September","Mostly required in September"
"Nike Prime 739",106,145,39,"July","Mostly required in July"
"Boat Series 204",543,582,39,"November","Mostly required in November"
"Sony Model 539",6,45,39,"October","Mostly required in October"
"Dell Ultra 248",182,221,39,"April","Mostly required in April"
"Boat Prime 743",2,41,39,"February","Mostly required in February"
"Philips Ultra 633",133,172,39,"September","Mostly required in September"
"LG Series 614",9,48,39,"September","Mostly required in September"
"Adidas Edition 957",372,411,39,"May","Mostly required in May"
"Redmi Model 520",181,220,39,"May","Mostly required in May"
"Nike Edition 184",50,89,39,"November","Mostly required in November"
"Boat Series 505",209,248,39,"June","Mostly required in June"
"Puma Ultra 230",0,39,39,"March","Mostly required in March"
"Nike Edition 643",173,212,39,"May","Mostly required in May"
"Sony Ultra 761",10,49,39,"August","Mostly required in August"
"Puma Ultra 893",229,268,39,"March","Mostly required in March"
"Prestige Model 453",266,305,39,"August","Mostly required in August"
"Dell Ultra 200",76,115,39,"November","Mostly required in November"
"Dell Series 709",45,84,39,"July","Mostly required in July"
"Prestige Edition 173",204,243,39,"November","Mostly required in November"
"LG Edition 653",130,169,39,"September","Mostly required in September"
"Reebok Ultra 464",289,328,39,"September","Mostly required in September"
"Philips Prime 194",310,349,39,"June","Mostly required in June"
"Samsung Prime 555",914,953,39,"January","Mostly required in January"
"Nike Edition 101",96,135,39,"October","Mostly required in October"
"Reebok Edition 332",331,370,39,"May","Mostly required in May"
"LG Ultra 123",166,205,39,"October","Mostly required in October"
"Redmi Prime 39",62,101,39,"December","Mostly required in December"
"Reebok Model 491",265,304,39,"March","Mostly required in March"
"HP Ultra 301",273,312,39,"December","Mostly required in December"
"Dell Ultra 394",93,132,39,"December","Mostly required in December"
"Nike Edition 110",11,50,39,"March","Mostly required in March"
"Dell Series 400",462,501,39,"September","Mostly required in September"
"Boat Prime 304",87,126,39,"May","Mostly required in May"
"Nike Prime 619",720,759,39,"January","Mostly required in January"
"Reebok Ultra 69",386,425,39,"April","Mostly required in April"
"LG Prime 357",34,73,39,"June","Mostly required in June"
"Boat Model 664",112,151,39,"December","Mostly required in December"
"Philips Ultra 426",64,103,39,"May","Mostly required in May"
"Sony Edition 264",767,806,39,"February","Mostly required in February"
"HP Model 733",61,100,39,"March","Mostly required in March"
"HP Model 585",51,90,39,"May","Mostly required in May"
"Dell Ultra 726",7,46,39,"October","Mostly required in October"
"Puma Series 698",415,454,39,"April","Mostly required in April"
"Redmi Series 26",176,215,39,"September","Mostly required in September"
"Puma Edition 950",116,155,39,"August","Mostly required in August"
"Redmi Model 815",152,191,39,"October","Mostly required in October"
"Sony Prime 543",5,44,39,"April","Mostly required in April"
"Prestige Ultra 706",66,104,38,"April","Mostly required in April"
"Apple Ultra 101",223,261,38,"November","Mostly required in November"
"Apple Ultra 264",860,898,38,"January","Mostly required in January"
"Sony Ultra 139",61,99,38,"January","Mostly required in January"
"Prestige Model 314",415,453,38,"June","Mostly required in June"
"Sony Ultra 327",86,124,38,"June","Mostly required in June"
"Whirlpool Series 574",13,51,38,"July","Mostly required in July"
"Apple Prime 118",7,45,38,"May","Mostly required in May"
"Adidas Model 889",79,117,38,"October","Mostly required in October"
"Reebok Edition 881",135,173,38,"October","Mostly required in October"
"Boat Series 666",233,271,38,"May","Mostly required in May"
"Prestige Ultra 30",330,368,38,"May","Mostly required in May"
"Adidas Prime 377",597,635,38,"February","Mostly required in February"
"Puma Prime 437",3,41,38,"August","Mostly required in August"
"Philips Series 766",124,162,38,"December","Mostly required in December"
"Nike Ultra 458",22,60,38,"August","Mostly required in August"
"Apple Edition 15",323,361,38,"May","Mostly required in May"
"Dell Series 782",371,409,38,"April","Mostly required in April"
"Boat Prime 241",5,43,38,"July","Mostly required in July"
"Redmi Series 962",89,127,38,"January","Mostly required in January"
"Prestige Model 783",24,62,38,"June","Mostly required in June"
"Redmi Edition 957",38,76,38,"October","Mostly required in October"
"Whirlpool Series 409",215,253,38,"May","Mostly required in May"
"Puma Model 265",517,555,38,"July","Mostly required in July"
"Sony Model 207",5,43,38,"October","Mostly required in October"
"Dell Edition 574",143,181,38,"October","Mostly required in October"
"Puma Ultra 497",138,176,38,"July","Mostly required in July"
"Samsung Model 216",294,332,38,"May","Mostly required in May"
"Reebok Model 837",94,132,38,"September","Mostly required in September"
"Adidas Edition 804",30,68,38,"December","Mostly required in December"
"Puma Model 280",31,69,38,"April","Mostly required in April"
"Sony Model 29",165,203,38,"June","Mostly required in June"
"Whirlpool Edition 536",339,377,38,"June","Mostly required in June"
"Reebok Ultra 562",52,90,38,"October","Mostly required in October"
"Puma Model 988",194,232,38,"August","Mostly required in August"
"Sony Model 513",43,81,38,"October","Mostly required in October"
"Reebok Prime 785",9,47,38,"November","Mostly required in November"
"Apple Prime 418",734,772,38,"August","Mostly required in August"
"Reebok Ultra 502",36,74,38,"November","Mostly required in November"
"Adidas Model 463",363,401,38,"May","Mostly required in May"
"Philips Ultra 134",168,206,38,"October","Mostly required in October"
"Philips Prime 359",27,65,38,"March","Mostly required in March"
"Prestige Model 172",381,419,38,"November","Mostly required in November"
"Samsung Prime 751",123,161,38,"October","Mostly required in October"
"Reebok Edition 814",252,290,38,"March","Mostly required in March"
"Puma Model 861",213,251,38,"August","Mostly required in August"
"Apple Ultra 861",426,464,38,"August","Mostly required in August"
"HP Model 31",139,177,38,"August","Mostly required in August"
"Adidas Model 205",144,182,38,"October","Mostly required in October"
"Puma Model 939",459,497,38,"October","Mostly required in October"
"Adidas Ultra 809",368,406,38,"July","Mostly required in July"
"Dell Model 571",457,495,38,"July","Mostly required in July"
"Adidas Series 327",329,367,38,"October","Mostly required in October"
"Dell Model 905",38,76,38,"April","Mostly required in April"
"Prestige Model 853",5,43,38,"July","Mostly required in July"
"Adidas Model 269",92,130,38,"June","Mostly required in June"
"Reebok Prime 43",703,741,38,"January","Mostly required in January"
"Whirlpool Series 594",332,370,38,"January","Mostly required in January"
"Dell Series 670",105,143,38,"July","Mostly required in July"
"Samsung Model 579",62,100,38,"November","Mostly required in November"
"Adidas Edition 353",40,78,38,"April","Mostly required in April"
"Prestige Edition 769",32,70,38,"June","Mostly required in June"
"Samsung Prime 125",340,378,38,"November","Mostly required in November"
"Puma Ultra 812",20,57,37,"May","Mostly required in May"
"Puma Prime 481",55,92,37,"August","Mostly required in August"
"HP Prime 529",5,42,37,"June","Mostly required in June"
"Adidas Edition 108",406,443,37,"January","Mostly required in January"
"Boat Prime 254",51,88,37,"August","Mostly required in August"
"Adidas Series 879",222,259,37,"October","Mostly required in October"
"Reebok Ultra 620",59,96,37,"November","Mostly required in November"
"Sony Model 597",8,45,37,"October","Mostly required in October"
"Reebok Edition 424",301,338,37,"August","Mostly required in August"
"Philips Prime 186",111,148,37,"April","Mostly required in April"
"Redmi Prime 16",353,390,37,"December","Mostly required in December"
"LG Model 265",131,168,37,"July","Mostly required in July"
"Sony Ultra 456",350,387,37,"August","Mostly required in August"
"Reebok Ultra 12",63,100,37,"September","Mostly required in September"
"Whirlpool Ultra 936",70,107,37,"June","Mostly required in June"
"Philips Edition 733",188,225,37,"June","Mostly required in June"
"Philips Ultra 587",88,125,37,"May","Mostly required in May"
"Puma Series 991",268,305,37,"May","Mostly required in May"
"Dell Prime 59",544,581,37,"September","Mostly required in September"
"Philips Model 358",20,57,37,"November","Mostly required in November"
"Apple Prime 520",113,150,37,"November","Mostly required in November"
"Boat Edition 835",23,60,37,"May","Mostly required in May"
"Adidas Series 307",23,60,37,"October","Mostly required in October"
"Samsung Model 248",20,57,37,"June","Mostly required in June"
"Sony Ultra 387",203,240,37,"October","Mostly required in October"
"Redmi Series 321",102,139,37,"March","Mostly required in March"
"Puma Prime 751",676,713,37,"January","Mostly required in January"
"Adidas Prime 86",24,61,37,"May","Mostly required in May"
"LG Model 575",124,161,37,"March","Mostly required in March"
"Prestige Ultra 477",34,71,37,"May","Mostly required in May"
"HP Ultra 593",75,112,37,"February","Mostly required in February"
"Prestige Model 174",336,373,37,"September","Mostly required in September"
"Apple Edition 543",701,738,37,"January","Mostly required in January"
"Sony Model 834",185,222,37,"June","Mostly required in June"
"Redmi Ultra 280",468,505,37,"April","Mostly required in April"
"Reebok Edition 498",363,400,37,"April","Mostly required in April"
"Adidas Series 350",261,298,37,"July","Mostly required in July"
"Puma Prime 936",18,55,37,"December","Mostly required in December"
"Whirlpool Edition 412",72,109,37,"May","Mostly required in May"
"Puma Model 702",92,129,37,"November","Mostly required in November"
"Reebok Prime 485",211,248,37,"November","Mostly required in November"
"Boat Edition 524",226,263,37,"June","Mostly required in June"
"LG Model 306",14,51,37,"August","Mostly required in August"
"HP Ultra 564",273,310,37,"May","Mostly required in May"
"Nike Prime 14",28,65,37,"May","Mostly required in May"
"Apple Edition 198",771,808,37,"September","Mostly required in September"
"Apple Model 489",1,38,37,"September","Mostly required in September"
"Prestige Ultra 886",87,124,37,"March","Mostly required in March"
"Philips Prime 596",169,206,37,"February","Mostly required in February"
"Whirlpool Edition 811",2,39,37,"March","Mostly required in March"
"Nike Series 981",27,64,37,"June","Mostly required in June"
"Puma Edition 661",100,137,37,"March","Mostly required in March"
"Reebok Model 146",49,86,37,"August","Mostly required in August"
"HP Prime 757",253,290,37,"September","Mostly required in September"
"HP Model 843",234,271,37,"December","Mostly required in December"
"Redmi Series 314",472,509,37,"December","Mostly required in December"
"Samsung Model 723",17,54,37,"November","Mostly required in November"
"Apple Model 197",64,101,37,"September","Mostly required in September"
"Samsung Model 272",392,429,37,"February","Mostly required in February"
"Prestige Series 468",69,106,37,"June","Mostly required in June"
"Sony Series 291",63,100,37,"November","Mostly required in November"
"Prestige Edition 719",4,41,37,"October","Mostly required in October"
"Redmi Model 144",914,951,37,"January","Mostly required in January"
"Puma Edition 99",189,226,37,"April","Mostly required in April"
"Prestige Series 361",555,591,36,"August","Mostly required in August"
"HP Edition 487",17,53,36,"February","Mostly required in February"
"Sony Model 672",40,76,36,"May","Mostly required in May"
"HP Ultra 376",14,50,36,"August","Mostly required in August"
"Dell Model 14",409,445,36,"August","Mostly required in August"
"Sony Series 769",176,212,36,"September","Mostly required in September"
"Adidas Model 745",162,198,36,"August","Mostly required in August"
"Prestige Edition 316",5,41,36,"March","Mostly required in March"
"Samsung Ultra 644",8,44,36,"October","Mostly required in October"
"Apple Series 559",309,345,36,"March","Mostly required in March"
"Boat Prime 344",263,299,36,"June","Mostly required in June"
"Samsung Series 328",19,55,36,"April","Mostly required in April"
"Whirlpool Prime 257",169,205,36,"February","Mostly required in February"
"Whirlpool Prime 929",33,69,36,"June","Mostly required in June"
"Adidas Model 679",70,106,36,"December","Mostly required in December"
"Prestige Edition 278",14,50,36,"November","Mostly required in November"
"LG Model 886",116,152,36,"May","Mostly required in May"
"Philips Ultra 254",736,772,36,"September","Mostly required in September"
"LG Ultra 545",917,953,36,"January","Mostly required in January"
"Puma Series 782",175,211,36,"August","Mostly required in August"
"HP Edition 218",427,463,36,"April","Mostly required in April"
"Philips Prime 327",88,124,36,"October","Mostly required in October"
"HP Prime 605",0,36,36,"November","Mostly required in November"
"Redmi Edition 46",486,522,36,"October","Mostly required in October"
"Redmi Prime 353",448,484,36,"January","Mostly required in January"
"Prestige Ultra 98",39,75,36,"April","Mostly required in April"
"Boat Ultra 907",108,144,36,"August","Mostly required in August"
